tx_date;process_type;depot;fleet_manager;container_number;iso_code;condition;date_manufacturer;clean;grade;order_number;customer;vessel;voyage;discarge_port;delivery_port;carrier;transport_number;driver_name;tare;payload;max_gross;remark
2023-01-14T14:27:00+07:00;gate_in_repo;Semarang;"MAERSK INDONESIA";MSKU8133896;45G1;AV;2000-09;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";STS;H8746OA;;3880;28620;32500;
2023-01-14T14:27:00+07:00;gate_in_repo;Semarang;"MAERSK INDONESIA";MSKU9291010;45G1;AV;2005-06;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CEBONG;B9001SGK;;3880;28620;32500;
2023-01-14T14:28:00+07:00;gate_in_repo;Semarang;"MAERSK INDONESIA";TRLU8053405;45G1;AV;2004-05;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";STS;H1654DH;;3860;28640;32500;
2023-01-14T14:28:00+07:00;gate_in_repo;Semarang;"MAERSK INDONESIA";UESU4659951;45G1;AV;2003-05;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";STS;H8754OA;;3910;28590;32500;
2023-01-14T14:29:00+07:00;gate_in_repo;Semarang;"MAERSK INDONESIA";PONU8134969;45G1;AV;2004-08;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";PO;H1971CW;;3940;28560;32500;
2023-01-14T14:34:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";MSKU4796150;L5G1;AV;2012-09;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";PO;H1948FL;;4850;27650;32500;
2023-01-14T14:35:00+07:00;gate_in_repo;Semarang;"MAERSK INDONESIA";MSKU4640486;L5G1;AV;2008-06;yes;"GRADE B";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";PO;H8756O;;4850;27650;32500;
2023-01-14T14:54:00+07:00;gate_in_repo;Semarang;"MAERSK INDONESIA";MAEU9198110;L5G1;AV;2015-07;yes;"GRADE B";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";PO;B9426WX;;4200;28300;32500;
2023-01-14T14:57:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";MSKU4789037;L5G1;AV;2012-08;yes;"GRADE B";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CI;AA1855F;;4850;27650;32500;
2023-01-14T15:15:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";MSKU4565720;L5G1;DM;2002-06;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";STS;H9727OA;;4900;27600;32500;
2023-01-14T15:19:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";PONU3055888;L5G1;DM;2002-03;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";PO;AA1838FF;;4980;27520;32500;
2023-01-14T15:19:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";PONU3051814;L5G1;DM;2002-03;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";PO;B9001SGK;;4980;27520;32500;
2023-01-14T15:20:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";MSKU4755551;L5G1;AV;2011-12;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";PO;H1833CW;;4850;27650;32500;
2023-01-14T15:22:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";MSKU1253689;45G1;AV;2008-05;yes;"GRADE B";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CI;H1833CW;;3790;28710;32500;
2023-01-14T15:23:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";PONU7933997;45G1;AV;2004-07;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CEBONG;AA1855F;;3940;28560;32500;
2023-01-14T15:26:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";PONU7859950;45G1;AV;2003-10;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";STS;H9934OA;;3940;28560;32500;
2023-01-14T16:20:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";MSKU8204942;45G1;DM;2000-11;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";MKI;B9299TEJ;;3950;28550;32500;
2023-01-14T17:11:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";CMCU4333047;42P1;DM;1998-11;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CI;A1855F;;5300;39700;45000;
2023-01-14T17:12:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";TRIU0807422;42P1;AV;2007-10;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CI;AA1855F;;5100;44900;50000;
2023-01-14T17:14:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";TRLU6021630;42P1;AV;2007-06;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CI;AA1855F;;5300;44700;50000;
2023-01-14T17:15:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";MAEU4122196;45U1;AV;2011-03;yes;"GRADE B";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CI;H1833CW;;4100;28400;32500;
2023-01-14T17:16:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";MAEU4047580;45U1;AV;2009-12;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CI;AA1838FF;;4100;28400;32500;
2023-01-14T17:17:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";MAEU4225358;45U1;AV;2019-01;yes;"GRADE A";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";CI;B9001SGK;;3940;28560;32500;
2023-01-14T17:18:00+07:00;gate_in_repo;Semarang;"SEALAND MAERSK ASIA";PONU3041380;L5G1;DM;2000-08;yes;"GRADE C";GSC-TRK-2301126360;"MAERSK A/S";"MERKUR HORIZON";302N;" ";" ";STS;H1967FA;;4900;27600;32500;
